Ref,Round,Rigor,GPA,ACT,SAT,Accepted
562621212,2017 Fall,2,4.23,29,1230,1
6556769,2014 Fall,1,4.23,,1380,1
866331564,2015 Fall,3,4.23,28,,1
863358332,2017 Fall,4,4.23,28,,1
223100876,2016 Fall,3,4.22,,1320,1
118061313,2016 Fall,1,4.22,33,1350,1
118139816,2016 Fall,2,4.22,,1200,1
235957809,2014 Fall,4,4.22,32,,1
984520297,2014 Fall,3,4.22,28,,1
366953367,2015 Fall,4,4.22,31,1400,1
279406858,2015 Fall,4,4.22,28,,1
438300973,2015 Fall,1,4.22,26,,1
510655513,2015 Fall,4,4.22,27,1330,1
149543860,2015 Fall,3,4.22,,1450,1
569313314,2015 Fall,2,4.22,21,1110,1
769257705,2016 Fall,1,4.22,33,1500,1
274680146,2016 Fall,4,4.22,,1330,1
366953367,2016 Fall,4,4.22,31,1400,1
677958393,2016 Fall,1,4.22,32,1490,1
208705904,2016 Fall,2,4.22,36,1580,1
462827829,2016 Fall,1,4.22,,1400,1
664947429,2017 Fall,3,4.22,29,,1
940041338,2017 Fall,1,4.22,33,1430,1
103806490,2017 Fall,2,4.22,31,,1
182622348,2017 Fall,3,4.22,32,1430,1
203522642,2017 Fall,3,4.22,,1370,1
638071819,2017 Fall,1,4.22,,1380,1
682588639,2017 Fall,3,4.22,29,1320,1
821793884,2014 Fall,2,4.22,34,1580,1
410106365,2014 Fall,2,4.22,30,1380,1
427787429,2015 Fall,2,4.22,27,1310,1
570707935,2016 Fall,1,4.22,,1400,1
585521360,2017 Fall,5,4.22,,1360,1
502467938,2017 Fall,2,4.22,28,1120,1
809528979,2017 Fall,1,4.22,26,1170,1
997624016,2017 Fall,4,4.22,32,,1
138075572,2017 Fall,1,4.22,,1370,1
558573103,2017 Fall,2,4.22,,1370,1
800665605,2017 Fall,2,4.22,30,1440,1
773586807,2014 Fall,1,4.22,31,1400,1
946325157,2014 Fall,1,4.22,,1510,1
361220295,2014 Fall,1,4.22,,1390,1
651494559,2015 Fall,1,4.22,25,1240,1
917523965,2015 Fall,1,4.22,,1240,1
988995339,2014 Fall,2,4.21,,1540,1
900360730,2014 Fall,1,4.21,,1260,1
140925106,2014 Fall,2,4.21,32,1300,1
1899745,2014 Fall,3,4.21,32,,1
263380142,2015 Fall,3,4.21,,1150,1
363767666,2015 Fall,2,4.21,,1560,1
673657017,2015 Fall,2,4.21,28,,1
796303638,2015 Fall,3,4.21,27,,1
994027528,2015 Fall,3,4.21,33,1490,1
40876853,2015 Fall,4,4.21,24,1290,1
149926621,2015 Fall,4,4.21,28,,1
950021079,2015 Fall,1,4.21,26,1250,1
119029137,2016 Fall,3,4.21,29,,1
358111046,2016 Fall,1,4.21,,1220,1
881735180,2016 Fall,3,4.21,,1480,1
177135264,2016 Fall,2,4.21,26,,1
898183428,2016 Fall,1,4.21,30,1420,1
10975698,2017 Fall,3,4.21,29,,1
755296591,2017 Fall,1,4.21,27,1270,1
52031420,2017 Fall,2,4.21,28,1310,1
139382558,2017 Fall,1,4.21,,1330,1
332124725,2014 Fall,3,4.21,25,1240,1
45080886,2014 Fall,2,4.21,30,,1
529234946,2014 Fall,2,4.21,30,1340,1
712761990,2014 Fall,3,4.21,31,,1
722888690,2014 Fall,3,4.21,,1480,1
125588491,2014 Fall,2,4.21,25,1260,1
291848597,2014 Fall,1,4.21,31,1310,1
282884374,2015 Fall,2,4.21,26,,1
970069959,2015 Fall,4,4.21,,1340,1
206390138,2016 Fall,3,4.21,32,,1
145145536,2016 Fall,4,4.21,27,,1
16580463,2017 Fall,2,4.21,,1560,1
129154761,2017 Fall,4,4.21,28,,1
324629287,2017 Fall,3,4.21,33,,1
394467383,2017 Fall,3,4.21,29,,1
573901288,2017 Fall,2,4.21,,1300,1
688261691,2017 Fall,1,4.21,,1320,1
917925837,2017 Fall,4,4.21,24,,1
798293101,2014 Fall,4,4.21,,1380,1
882084143,2014 Fall,3,4.21,23,,1
273755355,2016 Fall,1,4.2,28,1330,1
131774375,2016 Fall,3,4.2,,1200,1
844772731,2017 Fall,4,4.2,,1070,1
538540044,2017 Fall,1,4.2,,1200,1
565294352,2017 Fall,1,4.2,21,1160,1
47624828,2014 Fall,3,4.2,29,,1
1930889,2014 Fall,4,4.2,,1560,1
203745417,2014 Fall,2,4.2,,,1
530711332,2014 Fall,2,4.2,32,1330,1
932816498,2014 Fall,3,4.2,25,,1
731126080,2014 Fall,3,4.2,27,1140,1
274680146,2015 Fall,4,4.2,,1330,1
477078941,2015 Fall,2,4.2,29,,1
519838681,2015 Fall,3,4.2,29,,1
550908866,2015 Fall,4,4.2,,1340,1
927673799,2015 Fall,2,4.2,,1520,1
842349856,2015 Fall,2,4.2,,1480,1
65574257,2016 Fall,2,4.2,,1200,1
489243358,2016 Fall,3,4.2,,1500,1
503063587,2016 Fall,3,4.2,,1270,1
785862432,2016 Fall,3,4.2,29,,1
190618007,2016 Fall,3,4.2,26,1300,1
442933078,2016 Fall,2,4.2,30,1410,1
312187202,2016 Fall,1,4.2,33,,1
652622933,2017 Fall,3,4.2,,1490,1
576534622,2017 Fall,3,4.2,,1330,1
636209506,2017 Fall,3,4.2,30,1390,1
354393620,2014 Fall,2,4.2,,1360,1
941715275,2014 Fall,3,4.2,,1440,1
486232638,2014 Fall,4,4.2,,1420,1
706454423,2015 Fall,4,4.2,,1300,1
413059852,2017 Fall,2,4.2,,1350,1
936157098,2017 Fall,1,4.2,29,,1
657491015,2017 Fall,1,4.2,,1340,1
822923186,2014 Fall,1,4.2,,1440,1
516933337,2015 Fall,3,4.2,,1440,1
1757894,2015 Fall,1,4.2,,1540,1
283673449,2015 Fall,1,4.2,25,1280,1
758670025,2015 Fall,3,4.2,26,,1
106698458,2016 Fall,3,4.2,28,1380,1
283798333,2015 Fall,3,4.19,,1310,1
527236533,2014 Fall,3,4.19,,1300,1
65703137,2014 Fall,1,4.19,,1390,1
524003280,2015 Fall,3,4.19,30,,1
558809171,2015 Fall,3,4.19,29,,1
482093493,2015 Fall,3,4.19,31,1310,1
907112825,2016 Fall,1,4.19,33,1420,1
666877317,2016 Fall,1,4.19,,1480,1
149164527,2016 Fall,1,4.19,,1320,1
787744718,2016 Fall,3,4.19,28,,1
792193558,2016 Fall,2,4.19,,1080,1
959747013,2016 Fall,1,4.19,26,1250,1
548064723,2017 Fall,1,4.19,27,1340,1
108520760,2017 Fall,1,4.19,29,1410,1
912438106,2017 Fall,3,4.19,27,,1
992471303,2017 Fall,1,4.19,,1220,1
103296513,2014 Fall,3,4.19,32,,1
121033428,2015 Fall,1,4.19,,1300,1
390705135,2015 Fall,2,4.19,34,,1
889840950,2015 Fall,3,4.19,29,,1
104911088,2016 Fall,6,4.19,,1220,1
521091927,2016 Fall,2,4.19,,1500,1
305330009,2016 Fall,2,4.19,35,1510,1
724788656,2017 Fall,3,4.19,30,,1
899067457,2017 Fall,3,4.19,,1230,1
495696970,2015 Fall,2,4.19,33,,1
318213483,2017 Fall,2,4.19,,1400,1
273755355,2017 Fall,1,4.18,28,1330,1
371000472,2017 Fall,1,4.18,,1220,1
247035934,2014 Fall,3,4.18,,1220,1
544643964,2014 Fall,1,4.18,,1470,1
186624331,2015 Fall,1,4.18,25,,1
275414112,2015 Fall,3,4.18,26,,1
308110897,2015 Fall,3,4.18,33,,1
367707414,2015 Fall,3,4.18,34,,1
428896949,2015 Fall,4,4.18,,1480,1
720629058,2015 Fall,3,4.18,,1390,1
123875888,2015 Fall,1,4.18,,1310,1
176543583,2015 Fall,4,4.18,27,,1
769217431,2015 Fall,4,4.18,26,,1
561800370,2016 Fall,2,4.18,26,1190,1
259588037,2016 Fall,3,4.18,31,1400,1
600048938,2016 Fall,1,4.18,,1370,1
936638529,2016 Fall,3,4.18,25,,1
902617593,2017 Fall,2,4.18,,1150,1
771037184,2017 Fall,4,4.18,28,1280,1
806751889,2017 Fall,1,4.18,34,1320,1
618779774,2017 Fall,2,4.18,27,1360,1
758079940,2017 Fall,1,4.18,,1300,1
69380946,2014 Fall,1,4.18,,1410,1
356224002,2014 Fall,3,4.18,33,1330,1
264113454,2014 Fall,3,4.18,30,,1
268466060,2014 Fall,2,4.18,35,,1
14807428,2014 Fall,1,4.18,29,1480,1
132746958,2014 Fall,1,4.18,31,1400,1
420410415,2015 Fall,1,4.18,,1500,1
619852798,2015 Fall,1,4.18,,1460,1
215320070,2016 Fall,2,4.18,28,,1
12110518,2016 Fall,1,4.18,,1300,1
165466283,2017 Fall,1,4.18,25,1280,1
179351001,2017 Fall,1,4.18,28,1260,1
379787623,2017 Fall,4,4.18,25,1250,1
174077256,2017 Fall,3,4.18,32,,1
792201465,2017 Fall,3,4.18,,1340,1
839404378,2017 Fall,1,4.18,30,,1
517145539,2014 Fall,1,4.18,,1390,1
521750048,2015 Fall,1,4.18,29,,1
780853276,2017 Fall,6,4.18,30,,1
797680397,2017 Fall,3,4.18,29,,1
821511167,2014 Fall,3,4.18,33,1500,1
126502322,2017 Fall,1,4.17,,1200,1
153379489,2017 Fall,2,4.17,23,1130,1
117345568,2015 Fall,4,4.17,30,1260,1
336084331,2015 Fall,2,4.17,32,,1
608900943,2015 Fall,3,4.17,,1200,1
382275542,2015 Fall,4,4.17,28,,1
221086438,2016 Fall,1,4.17,27,1380,1
471916815,2016 Fall,2,4.17,32,1470,1
208392341,2016 Fall,4,4.17,28,,1
824340952,2016 Fall,5,4.17,30,1440,1
96914655,2016 Fall,3,4.17,27,1240,1
977306938,2016 Fall,4,4.17,,1140,1
20267736,2017 Fall,2,4.17,24,1090,1
861348030,2017 Fall,1,4.17,27,1300,1
311274567,2017 Fall,1,4.17,26,,1
486316000,2017 Fall,1,4.17,,1480,1
396485082,2014 Fall,4,4.17,29,1270,1
524913857,2014 Fall,2,4.17,26,1310,1
64373217,2014 Fall,3,4.17,26,1300,1
428133182,2014 Fall,2,4.17,26,,1
517125364,2015 Fall,2,4.17,,1020,1
41809720,2015 Fall,4,4.17,30,,1
124812270,2015 Fall,3,4.17,24,1270,1
230913465,2015 Fall,3,4.17,21,1120,1
760067560,2015 Fall,1,4.17,29,1260,1
764106839,2015 Fall,3,4.17,28,,1
281017698,2016 Fall,3,4.17,,1490,1
461193770,2016 Fall,1,4.17,33,1490,1
447343555,2017 Fall,1,4.17,29,1350,1
28781511,2017 Fall,2,4.17,31,1400,1
67320625,2017 Fall,2,4.17,29,,1
94146065,2017 Fall,4,4.17,,1400,1
213536698,2017 Fall,4,4.17,33,,1
76050008,2014 Fall,2,4.17,27,1310,1
418653248,2015 Fall,2,4.17,34,1440,1
195480150,2014 Fall,3,4.16,,1310,1
749138567,2016 Fall,1,4.16,25,,1
991302095,2017 Fall,2,4.16,25,,1
873512362,2014 Fall,3,4.16,28,,1
62410469,2015 Fall,3,4.16,,1360,1
285453086,2015 Fall,1,4.16,21,,1
502723263,2015 Fall,2,4.16,25,,1
888945907,2015 Fall,1,4.16,26,1170,1
71817868,2015 Fall,3,4.16,25,1300,1
481034622,2015 Fall,2,4.16,28,,1
649837719,2015 Fall,2,4.16,,1480,1
752745994,2015 Fall,3,4.16,,1210,1
263586230,2016 Fall,2,4.16,26,,1
250477216,2016 Fall,4,4.16,31,,1
779626397,2016 Fall,2,4.16,,1410,1
704598135,2017 Fall,2,4.16,30,,1
855112508,2017 Fall,1,4.16,23,,1
872552006,2017 Fall,5,4.16,21,1210,1
184059004,2017 Fall,2,4.16,,1350,1
319044271,2017 Fall,1,4.16,28,1290,1
599905521,2014 Fall,2,4.16,,1350,1
845367604,2014 Fall,3,4.16,31,,1
312058,2014 Fall,1,4.16,30,1280,1
32814853,2014 Fall,3,4.16,29,,1
782098719,2014 Fall,1,4.16,25,1290,1
533703496,2015 Fall,4,4.16,29,,1
229247992,2015 Fall,1,4.16,25,,1
783937694,2016 Fall,2,4.16,27,1220,1
235417690,2017 Fall,2,4.16,,1380,1
499334880,2017 Fall,1,4.16,,1480,1
579473774,2017 Fall,3,4.16,,1290,1
599009828,2017 Fall,3,4.16,33,,1
383076927,2014 Fall,2,4.15,,1230,1
54679787,2015 Fall,2,4.15,23,1160,1
812484687,2015 Fall,3,4.15,23,,1
919243027,2015 Fall,1,4.15,,1290,1
352615927,2016 Fall,2,4.15,,1410,1
895779494,2016 Fall,3,4.15,26,,1
519405659,2014 Fall,3,4.15,,1170,1
884357023,2014 Fall,1,4.15,,1330,1
700173742,2015 Fall,2,4.15,,1160,1
726772997,2015 Fall,1,4.15,,1280,1
571412414,2015 Fall,3,4.15,25,1210,1
705260609,2015 Fall,1,4.15,,1390,1
56154767,2016 Fall,1,4.15,30,1310,1
93655527,2016 Fall,2,4.15,22,1160,1
353491656,2016 Fall,3,4.15,,1560,1
424046182,2016 Fall,3,4.15,,1430,1
288581538,2016 Fall,2,4.15,,1380,1
318997324,2016 Fall,2,4.15,,1230,1
750866642,2016 Fall,5,4.15,29,,1
852588192,2016 Fall,3,4.15,,1390,1
995629325,2016 Fall,3,4.15,33,,1
246320038,2016 Fall,5,4.15,31,,1
279465242,2016 Fall,1,4.15,,1430,1
590201745,2016 Fall,1,4.15,19,1240,1
160198592,2017 Fall,3,4.15,,1330,1
722148890,2017 Fall,2,4.15,30,,1
948783294,2014 Fall,1,4.15,28,,1
593647946,2014 Fall,2,4.15,31,,1
751581675,2014 Fall,2,4.15,29,,1
901102558,2014 Fall,1,4.15,29,1360,1
958168068,2014 Fall,2,4.15,33,,1
14296410,2015 Fall,1,4.15,,1180,1
881333021,2015 Fall,2,4.15,26,1240,1
4424291,2016 Fall,4,4.15,,1090,1
434170040,2014 Fall,3,4.15,31,1550,1
439936279,2014 Fall,3,4.15,27,,1
453671075,2015 Fall,3,4.15,25,1180,1
545213139,2015 Fall,1,4.15,,1310,1
711443213,2016 Fall,2,4.15,27,1280,1
365222112,2015 Fall,2,4.15,,1510,1
822808427,2014 Fall,3,4.15,30,,1
73138969,2016 Fall,1,4.14,,1300,1
211492437,2017 Fall,3,4.14,,1210,1
806184133,2017 Fall,3,4.14,,1070,1
306927324,2017 Fall,3,4.14,,1110,1
860830348,2017 Fall,4,4.14,28,1290,1
857906593,2014 Fall,3,4.14,32,,1
966686688,2015 Fall,3,4.14,28,,1
114491923,2015 Fall,4,4.14,31,1440,1
17096271,2015 Fall,3,4.14,26,,1
637118337,2015 Fall,2,4.14,25,1290,1
25475934,2016 Fall,3,4.14,28,,1
791017997,2016 Fall,1,4.14,23,,1
81170737,2016 Fall,2,4.14,22,1040,1
38341035,2016 Fall,3,4.14,32,,1
425760100,2016 Fall,2,4.14,,1470,1
491550625,2016 Fall,2,4.14,29,,1
563046377,2016 Fall,3,4.14,27,1360,1
651755527,2016 Fall,3,4.14,,1330,1
752391736,2016 Fall,6,4.14,23,,1
779435596,2016 Fall,1,4.14,29,1370,1
918402823,2016 Fall,4,4.14,,1270,1
252976570,2017 Fall,1,4.14,21,1230,1
641712152,2017 Fall,3,4.14,27,1400,1
924117549,2017 Fall,4,4.14,,1340,1
15850684,2017 Fall,4,4.14,34,,1
235087596,2017 Fall,3,4.14,24,1200,1
834852419,2014 Fall,4,4.14,,1400,1
38266883,2016 Fall,1,4.14,,1280,1
733234409,2016 Fall,3,4.14,24,1130,1
617476107,2017 Fall,1,4.14,,1310,1
713755238,2017 Fall,1,4.14,24,,1
215365715,2017 Fall,3,4.14,30,1290,1
403356353,2014 Fall,3,4.13,,1110,1
279366795,2014 Fall,3,4.13,,1350,1
708934312,2016 Fall,1,4.13,30,1220,1
371194897,2016 Fall,2,4.13,,1310,1
566484976,2016 Fall,1,4.13,,1130,1
462102219,2017 Fall,5,4.13,27,,1
126669949,2014 Fall,3,4.13,,1520,1
529689030,2014 Fall,4,4.13,,1350,1
852544787,2014 Fall,2,4.13,25,1280,1
16613283,2014 Fall,1,4.13,28,,1
63342607,2014 Fall,2,4.13,29,,1
198350376,2014 Fall,2,4.13,,1280,1
258317237,2014 Fall,3,4.13,,1320,1
316890066,2014 Fall,4,4.13,28,,1
500021475,2014 Fall,3,4.13,30,1240,1
781062686,2014 Fall,4,4.13,29,1460,1
383044948,2015 Fall,2,4.13,25,1430,1
45056455,2015 Fall,2,4.13,,1460,1
796436313,2015 Fall,4,4.13,,1090,1
143479054,2016 Fall,2,4.13,27,,1
829516428,2016 Fall,3,4.13,25,,1
999656567,2016 Fall,1,4.13,28,1470,1
244334551,2016 Fall,3,4.13,31,,1
286713438,2017 Fall,1,4.13,27,1220,1
592228507,2017 Fall,1,4.13,29,,1
659653130,2017 Fall,2,4.13,30,1350,1
895013456,2017 Fall,2,4.13,,1430,1
120055780,2014 Fall,1,4.13,28,1210,1
145137648,2014 Fall,3,4.13,,1410,1
298188540,2015 Fall,3,4.13,28,1370,1
67407552,2015 Fall,2,4.13,33,,1
120926755,2015 Fall,3,4.13,29,,1
195264111,2015 Fall,3,4.13,,1310,1
115463013,2017 Fall,1,4.13,,1270,1
161437546,2017 Fall,3,4.13,35,,1
213407773,2017 Fall,2,4.13,,1190,1
35458819,2017 Fall,3,4.13,28,,1
321559063,2017 Fall,3,4.13,29,,1
382422994,2014 Fall,1,4.13,,1340,1
31651750,2014 Fall,3,4.13,31,1330,1
221780846,2014 Fall,1,4.13,,1470,1
773586807,2015 Fall,,4.13,31,1400,1
372158561,2015 Fall,1,4.13,,1490,1
2592960,2016 Fall,3,4.13,,1530,1
986841636,2014 Fall,3,4.13,,1300,1
77810610,2014 Fall,4,4.12,31,,1
723995091,2014 Fall,3,4.12,,1410,1
21702569,2016 Fall,1,4.12,30,1260,1
552597931,2016 Fall,1,4.12,,1180,1
512233437,2017 Fall,3,4.12,,1330,1
883258506,2014 Fall,2,4.12,,1360,1
939899729,2015 Fall,3,4.12,27,,1
341585585,2015 Fall,2,4.12,34,1560,1
616775240,2017 Fall,3,4.12,,1400,1
956292854,2017 Fall,3,4.12,,1210,1
590829773,2017 Fall,2,4.12,24,1170,1
799808618,2014 Fall,3,4.12,,1390,1
370359320,2014 Fall,1,4.12,,1310,1
36197407,2014 Fall,3,4.12,,1130,1
685754,2014 Fall,3,4.12,24,1240,1
946407769,2014 Fall,4,4.12,33,,1
244914258,2015 Fall,,4.12,29,1400,1
452052248,2015 Fall,1,4.12,31,,1
362925290,2015 Fall,3,4.12,27,,1
232996471,2016 Fall,1,4.12,28,1210,1
238751604,2017 Fall,3,4.12,30,1460,1
734122850,2017 Fall,1,4.12,,1280,1
977029246,2014 Fall,3,4.12,28,1360,1
835211807,2014 Fall,2,4.12,34,1480,1
864102018,2014 Fall,4,4.11,27,1140,1
351581755,2014 Fall,3,4.11,24,1250,1
395745778,2014 Fall,3,4.11,26,,1
700882104,2014 Fall,2,4.11,26,1260,1
220337052,2016 Fall,2,4.11,,1310,1
936597327,2016 Fall,3,4.11,33,,1
198990612,2014 Fall,1,4.11,31,1240,1
174982946,2014 Fall,1,4.11,,1540,1
523945554,2014 Fall,1,4.11,30,,1
881253524,2014 Fall,2,4.11,28,1350,1
142660267,2015 Fall,2,4.11,27,1220,1
769621485,2015 Fall,4,4.11,30,1250,1
62510920,2015 Fall,4,4.11,28,1330,1
507272908,2015 Fall,2,4.11,25,,1
669059334,2015 Fall,4,4.11,,1420,1
731861717,2015 Fall,4,4.11,,1310,1
232008801,2016 Fall,2,4.11,,1170,1
980645079,2016 Fall,2,4.11,,1210,1
368412820,2017 Fall,5,4.11,24,,1
646656201,2017 Fall,3,4.11,28,,1
801143114,2017 Fall,1,4.11,29,1380,1
865042732,2017 Fall,5,4.11,,1250,1
186676730,2017 Fall,3,4.11,,1220,1
195945550,2017 Fall,1,4.11,27,,1
4494180,2017 Fall,1,4.11,30,,1
264088580,2017 Fall,2,4.11,,1180,1
24245021,2014 Fall,3,4.11,26,1280,1
717000100,2014 Fall,3,4.11,32,1260,1
57432008,2014 Fall,1,4.11,33,1320,1
221296601,2014 Fall,1,4.11,,1430,1
653173633,2014 Fall,1,4.11,,1500,1
681380330,2014 Fall,1,4.11,27,,1
991285576,2014 Fall,3,4.11,32,,1
726530018,2014 Fall,3,4.11,,1230,1
180948547,2015 Fall,2,4.11,,1280,1
187540986,2015 Fall,4,4.11,29,1300,1
450761787,2015 Fall,2,4.11,29,1420,1
982788889,2015 Fall,1,4.11,,1540,1
776753278,2015 Fall,3,4.11,28,,1
955000110,2015 Fall,1,4.11,31,1480,1
975982080,2016 Fall,4,4.11,,1140,1
45518964,2017 Fall,2,4.11,,1410,1
432695516,2017 Fall,5,4.11,,1180,1
830335232,2017 Fall,1,4.11,32,,1
953526470,2014 Fall,1,4.11,32,1350,1
50220416,2014 Fall,1,4.11,31,1410,1
1911176,2014 Fall,3,4.11,,1250,1
310869612,2014 Fall,3,4.1,26,1320,1
38392372,2015 Fall,1,4.1,27,,1
507269172,2016 Fall,3,4.1,,1270,1
980353105,2017 Fall,4,4.1,25,,1
292583883,2017 Fall,1,4.1,,1260,1
415434961,2014 Fall,3,4.1,34,,1
834899721,2014 Fall,1,4.1,29,1400,1
964855197,2014 Fall,3,4.1,28,1310,1
94432458,2015 Fall,3,4.1,,1350,1
739394087,2015 Fall,3,4.1,26,1260,1
916690006,2015 Fall,4,4.1,,1260,1
8429790,2015 Fall,2,4.1,22,1180,1
183347518,2015 Fall,2,4.1,,1520,1
205416010,2015 Fall,3,4.1,32,1340,1
458440891,2015 Fall,2,4.1,32,,1
483573073,2015 Fall,2,4.1,28,1310,1
511581347,2015 Fall,2,4.1,32,1440,1
672988612,2015 Fall,3,4.1,,1240,1
744375964,2016 Fall,1,4.1,24,1160,1
19228140,2016 Fall,3,4.1,26,1190,1
518490459,2016 Fall,3,4.1,29,,1
884112264,2016 Fall,2,4.1,,1200,1
58591607,2016 Fall,3,4.1,,1380,1
180202445,2016 Fall,2,4.1,31,,1
343272001,2016 Fall,2,4.1,,1430,1
874141976,2016 Fall,3,4.1,,1410,1
943806841,2016 Fall,1,4.1,28,1290,1
9721231,2017 Fall,3,4.1,31,1400,1
784522378,2017 Fall,4,4.1,,1110,1
929083196,2014 Fall,1,4.1,27,1400,1
65603091,2014 Fall,1,4.1,,1420,1
214783504,2014 Fall,2,4.1,30,1330,1
312176423,2014 Fall,3,4.1,30,1490,1
112006955,2015 Fall,3,4.1,,1310,1
711197782,2015 Fall,4,4.1,,1280,1
124150016,2016 Fall,3,4.1,25,1260,1
584917341,2016 Fall,2,4.1,,1370,1
168793215,2016 Fall,2,4.1,22,1240,1
843682215,2017 Fall,2,4.1,32,,1
949786677,2014 Fall,1,4.1,28,1320,1
954969805,2014 Fall,3,4.1,,1520,1
449278578,2014 Fall,5,4.1,27,1300,1
495087865,2015 Fall,4,4.09,29,,1
66166400,2017 Fall,1,4.09,,1100,1
399096168,2017 Fall,3,4.09,,1180,1
594493998,2014 Fall,2,4.09,,1280,1
134707944,2015 Fall,3,4.09,,1350,1
317159947,2015 Fall,4,4.09,,1120,1
21192607,2015 Fall,2,4.09,34,,1
207568036,2015 Fall,4,4.09,32,,1
319894622,2015 Fall,3,4.09,28,1360,1
343794538,2015 Fall,3,4.09,30,1390,1
154013040,2015 Fall,5,4.09,27,,1
324212179,2015 Fall,3,4.09,,1540,1
350321769,2015 Fall,3,4.09,31,1360,1
783324426,2016 Fall,1,4.09,32,1310,1
106181283,2016 Fall,1,4.09,33,,1
129890597,2016 Fall,4,4.09,31,1260,1
218166621,2016 Fall,3,4.09,25,,1
881751241,2016 Fall,2,4.09,30,,1
78066510,2016 Fall,2,4.09,,1420,1
499966522,2016 Fall,2,4.09,,1480,1
663147900,2016 Fall,1,4.09,28,1310,1
796883248,2016 Fall,3,4.09,27,,1
142953032,2017 Fall,4,4.09,25,1140,1
754348710,2017 Fall,4,4.09,,1190,1
647370123,2017 Fall,3,4.09,29,1360,1
48825318,2017 Fall,1,4.09,30,,1
819079727,2017 Fall,2,4.09,34,1510,1
990485039,2017 Fall,2,4.09,,1160,1
27153,2014 Fall,1,4.09,,1420,1
386923867,2014 Fall,4,4.09,,1430,1
905408218,2015 Fall,3,4.09,30,,1
69436701,2015 Fall,3,4.09,,1480,1
157991595,2016 Fall,4,4.09,34,1490,1
36461715,2016 Fall,2,4.09,,1230,1
965299485,2017 Fall,1,4.09,30,,1
540468907,2014 Fall,4,4.09,,1400,1
416845302,2015 Fall,1,4.09,23,,1
524022764,2015 Fall,2,4.09,26,1310,1
656463150,2016 Fall,2,4.09,32,1480,1
998997900,2017 Fall,2,4.09,26,,1
268645187,2014 Fall,3,4.08,26,1230,1
425704213,2014 Fall,3,4.08,25,,1
389391972,2015 Fall,3,4.08,28,,1
481583888,2015 Fall,3,4.08,24,1270,1
371644733,2016 Fall,2,4.08,,1120,1
829653508,2014 Fall,5,4.08,24,1190,1
944710031,2014 Fall,4,4.08,30,,1
723141985,2014 Fall,3,4.08,,1360,1
502168609,2015 Fall,2,4.08,22,,1
891467216,2015 Fall,1,4.08,31,1420,1
334902999,2015 Fall,2,4.08,,1240,1
702267573,2015 Fall,3,4.08,31,,1
997770978,2015 Fall,1,4.08,32,1510,1
560931911,2016 Fall,4,4.08,24,1130,1
627413667,2016 Fall,2,4.08,31,,1
208821215,2016 Fall,2,4.08,,1420,1
527470379,2016 Fall,3,4.08,29,,1
358345869,2017 Fall,2,4.08,25,,1
132051684,2017 Fall,1,4.08,32,,1
252070427,2017 Fall,2,4.08,,1190,1
691786458,2017 Fall,2,4.08,,1270,1
97114190,2014 Fall,4,4.08,31,,1
584057163,2014 Fall,2,4.08,30,1410,1
54057187,2014 Fall,3,4.08,32,,1
725310664,2014 Fall,2,4.08,29,1300,1
505203510,2015 Fall,1,4.08,,1370,1
773407876,2015 Fall,3,4.08,,1350,1
118580240,2015 Fall,2,4.08,,1480,1
16828215,2017 Fall,2,4.08,36,,1
839064112,2017 Fall,1,4.08,,1360,1
926348843,2014 Fall,1,4.08,30,,1
167012427,2014 Fall,3,4.08,,1410,1
467078713,2014 Fall,3,4.07,30,1270,1
152461990,2017 Fall,1,4.07,,1260,1
75649890,2017 Fall,2,4.07,,1200,1
502805323,2014 Fall,3,4.07,29,1310,1
737690314,2014 Fall,1,4.07,29,1340,1
13265671,2015 Fall,3,4.07,29,1240,1
25598251,2015 Fall,3,4.07,28,1460,1
286446733,2015 Fall,3,4.07,25,,1
286863203,2015 Fall,4,4.07,29,,1
708941684,2015 Fall,2,4.07,,1430,1
120443859,2016 Fall,3,4.07,,1180,1
391242008,2016 Fall,4,4.07,,1270,1
794830211,2016 Fall,1,4.07,,1370,1
10028078,2016 Fall,3,4.07,30,,1
257141933,2016 Fall,2,4.07,28,,1
86270808,2016 Fall,3,4.07,27,,1
287996462,2017 Fall,3,4.07,30,,1
59214994,2017 Fall,1,4.07,31,,1
244914258,2014 Fall,2,4.07,29,1400,1
47028494,2014 Fall,3,4.07,27,1210,1
65892686,2014 Fall,4,4.07,26,1310,1
104147537,2014 Fall,2,4.07,,1560,1
535220468,2014 Fall,2,4.07,,1330,1
806541856,2014 Fall,4,4.07,,1250,1
933984721,2015 Fall,3,4.07,34,,1
261680447,2015 Fall,1,4.07,,1290,1
535573136,2015 Fall,4,4.07,24,1190,1
322200982,2016 Fall,4,4.07,30,1210,1
375045383,2016 Fall,1,4.07,34,,1
460474656,2017 Fall,3,4.07,29,,1
122391218,2017 Fall,4,4.07,28,,1
589211238,2017 Fall,4,4.07,26,,1
708246931,2017 Fall,1,4.07,,1290,1
760804065,2015 Fall,2,4.07,28,,1
707280910,2016 Fall,4,4.07,31,,1
214806022,2016 Fall,3,4.07,,1340,1
279024593,2014 Fall,1,4.06,30,,1
701229117,2014 Fall,4,4.06,29,,1
775378278,2017 Fall,1,4.06,28,,1
95672110,2014 Fall,4,4.06,,1340,1
309543867,2014 Fall,2,4.06,32,,1
276924240,2014 Fall,4,4.06,,1240,1
