Ref,Round,Rigor,GPA,ACT,SAT,Accepted
348318868,2015 Fall,1,4.49,31,1300,1
870327635,2015 Fall,1,4.49,,1400,1
445791555,2016 Fall,1,4.49,,1450,1
58893157,2016 Fall,1,4.49,,1450,1
655196918,2016 Fall,1,4.49,,1440,1
764570850,2016 Fall,3,4.49,30,,1
117943849,2017 Fall,1,4.49,,1290,1
26568736,2014 Fall,3,4.49,28,,1
763744275,2016 Fall,2,4.49,,1430,1
594773070,2014 Fall,2,4.49,,1470,1
511393484,2014 Fall,4,4.48,,1560,1
902405770,2014 Fall,1,4.48,27,1140,1
104330894,2014 Fall,2,4.48,31,,1
864242726,2015 Fall,2,4.48,19,1170,1
838168223,2015 Fall,1,4.48,,1240,1
211627873,2016 Fall,2,4.48,32,1420,1
31655012,2014 Fall,1,4.48,,1410,1
695058684,2014 Fall,3,4.48,32,,1
294726311,2014 Fall,1,4.48,33,,1
562995833,2015 Fall,2,4.48,26,1300,1
472494162,2015 Fall,2,4.48,31,,1
928144000,2015 Fall,1,4.48,,1360,1
185842887,2015 Fall,1,4.48,34,,1
765578636,2015 Fall,1,4.48,29,,1
926542335,2015 Fall,1,4.48,30,,1
57849320,2016 Fall,4,4.48,25,1320,1
878505977,2016 Fall,1,4.48,,1600,1
970550465,2017 Fall,2,4.48,27,1380,1
848281057,2014 Fall,1,4.48,32,,1
384363049,2016 Fall,1,4.48,,1560,1
991783401,2016 Fall,4,4.47,24,,1
419994080,2017 Fall,1,4.47,27,1290,1
162010207,2017 Fall,3,4.47,,1200,1
501744623,2017 Fall,1,4.47,25,,1
889487853,2017 Fall,1,4.47,,1300,1
186759992,2014 Fall,1,4.47,29,1300,1
971780498,2014 Fall,1,4.47,31,1320,1
257793079,2015 Fall,3,4.47,24,1170,1
318168476,2015 Fall,4,4.47,25,1230,1
484050571,2015 Fall,3,4.47,,1360,1
745988311,2015 Fall,4,4.47,31,,1
909852375,2016 Fall,1,4.47,31,,1
153604954,2016 Fall,1,4.47,31,,1
192564899,2016 Fall,3,4.47,27,1350,1
112198350,2016 Fall,1,4.47,,1390,1
174151048,2016 Fall,1,4.47,33,1460,1
231215284,2016 Fall,2,4.47,,1400,1
53624995,2017 Fall,3,4.47,31,1300,1
405800458,2017 Fall,2,4.47,30,,1
462466192,2014 Fall,1,4.47,,1180,1
567951808,2014 Fall,2,4.47,,1360,1
778721595,2014 Fall,2,4.47,31,1330,1
883091822,2014 Fall,2,4.47,,1410,1
465880523,2014 Fall,1,4.47,,1390,1
42650464,2015 Fall,2,4.47,,1530,1
545884638,2015 Fall,4,4.47,34,,1
43343321,2015 Fall,2,4.47,29,1360,1
498646383,2015 Fall,1,4.47,,1190,1
696305948,2016 Fall,2,4.47,33,,1
62353812,2016 Fall,3,4.47,29,,1
681101013,2016 Fall,3,4.47,32,1460,1
408533222,2017 Fall,2,4.47,,1290,1
1872613,2014 Fall,1,4.47,,1450,1
374596288,2014 Fall,1,4.47,29,1420,1
824991186,2014 Fall,2,4.47,34,1540,1
297125366,2017 Fall,1,4.47,,1470,1
441863897,2017 Fall,3,4.47,31,,1
891664903,2017 Fall,1,4.46,33,,1
59772348,2017 Fall,1,4.46,,1210,1
347385998,2017 Fall,3,4.46,,1150,1
418977764,2017 Fall,2,4.46,24,1180,1
95096832,2014 Fall,1,4.46,,1490,1
165539009,2014 Fall,3,4.46,,1250,1
532942664,2015 Fall,3,4.46,,1340,1
585209278,2015 Fall,2,4.46,,1430,1
3907046,2015 Fall,1,4.46,28,1210,1
752429996,2016 Fall,1,4.46,26,1300,1
441867444,2016 Fall,1,4.46,33,,1
631242097,2016 Fall,1,4.46,,1160,1
560254556,2017 Fall,1,4.46,,1300,1
876118091,2017 Fall,1,4.46,28,,1
155789397,2015 Fall,1,4.46,28,,1
390249956,2015 Fall,1,4.46,24,1130,1
700471334,2015 Fall,2,4.46,29,,1
659869807,2016 Fall,1,4.46,30,1410,1
1927599,2014 Fall,1,4.46,35,1560,1
653457803,2015 Fall,2,4.46,31,1430,1
112642370,2015 Fall,1,4.46,,1420,1
898825427,2016 Fall,1,4.46,31,1320,1
450943434,2016 Fall,1,4.46,,1390,1
359135549,2016 Fall,3,4.45,,1160,1
63367361,2014 Fall,4,4.45,,1400,1
534291597,2014 Fall,3,4.45,29,,1
456918468,2015 Fall,3,4.45,28,,1
702245955,2015 Fall,3,4.45,,1450,1
719445909,2015 Fall,1,4.45,,1380,1
831446007,2016 Fall,2,4.45,,1590,1
277804722,2016 Fall,1,4.45,31,,1
428269770,2016 Fall,2,4.45,29,,1
497914461,2016 Fall,1,4.45,,1530,1
645684180,2017 Fall,1,4.45,,1340,1
281853464,2017 Fall,1,4.45,32,,1
155623965,2017 Fall,1,4.45,,1510,1
203517610,2014 Fall,1,4.45,,1560,1
198394039,2014 Fall,1,4.45,,1330,1
367397113,2014 Fall,4,4.45,,1390,1
8041051,2015 Fall,2,4.45,,1330,1
396751253,2015 Fall,4,4.45,,1190,1
465641847,2015 Fall,4,4.45,32,1470,1
548269830,2015 Fall,3,4.45,35,,1
956507560,2016 Fall,3,4.45,,1460,1
178977966,2016 Fall,4,4.45,29,1330,1
390706595,2016 Fall,1,4.45,,1360,1
363317030,2017 Fall,2,4.45,,1380,1
161160608,2017 Fall,1,4.45,,1380,1
892689235,2017 Fall,1,4.45,28,,1
506414156,2014 Fall,1,4.45,,1530,1
1741970,2014 Fall,2,4.45,29,1420,1
170708950,2016 Fall,2,4.44,31,,1
341873435,2014 Fall,1,4.44,,1420,1
30219351,2016 Fall,2,4.44,,1310,1
829234965,2016 Fall,1,4.44,,1390,1
810890767,2016 Fall,1,4.44,,1380,1
972390581,2014 Fall,3,4.44,,1280,1
397775422,2014 Fall,1,4.44,30,,1
364668397,2015 Fall,1,4.44,29,,1
556225277,2015 Fall,2,4.44,32,,1
729847862,2015 Fall,1,4.44,34,,1
15322784,2015 Fall,3,4.44,,1370,1
91231244,2016 Fall,4,4.44,27,1290,1
97405920,2016 Fall,3,4.44,33,,1
134470335,2016 Fall,2,4.44,,1520,1
95676326,2016 Fall,3,4.44,33,,1
155352532,2016 Fall,2,4.44,35,,1
851009767,2016 Fall,1,4.44,28,1400,1
184236689,2017 Fall,3,4.44,31,1270,1
499751099,2017 Fall,2,4.44,31,,1
947898542,2017 Fall,3,4.44,32,1450,1
168221754,2017 Fall,3,4.44,28,1210,1
496683695,2017 Fall,1,4.44,32,1390,1
895343506,2017 Fall,3,4.44,,1410,1
901420221,2017 Fall,2,4.44,33,,1
18204986,2014 Fall,2,4.44,34,1300,1
73822843,2014 Fall,1,4.44,,1320,1
584606069,2014 Fall,3,4.44,,1480,1
677745944,2014 Fall,3,4.44,25,,1
33606603,2015 Fall,1,4.44,,1320,1
428777178,2015 Fall,1,4.44,,1510,1
383531207,2015 Fall,2,4.44,,1480,1
715191398,2015 Fall,4,4.44,,1350,1
659353249,2016 Fall,2,4.44,30,,1
535779122,2017 Fall,1,4.44,29,1260,1
98897381,2017 Fall,1,4.44,31,,1
546469344,2017 Fall,4,4.44,31,,1
126268616,2014 Fall,1,4.44,29,1390,1
1734246,2014 Fall,2,4.44,29,1370,1
305473414,2014 Fall,1,4.44,30,,1
589355004,2014 Fall,2,4.44,33,1500,1
148598833,2014 Fall,2,4.44,,1540,1
420467629,2014 Fall,1,4.44,32,1500,1
109315747,2017 Fall,1,4.44,,1520,1
631349564,2015 Fall,3,4.44,,1510,1
820559316,2017 Fall,3,4.43,,1280,1
529633753,2017 Fall,2,4.43,18,1130,1
455017855,2015 Fall,1,4.43,23,1260,1
58150442,2015 Fall,4,4.43,24,1160,1
69835110,2016 Fall,4,4.43,27,1240,1
872906593,2016 Fall,1,4.43,27,1150,1
145182129,2016 Fall,3,4.43,,1260,1
422782002,2016 Fall,1,4.43,23,1230,1
663009145,2017 Fall,3,4.43,30,,1
532281426,2017 Fall,1,4.43,28,1240,1
702787887,2017 Fall,3,4.43,,1380,1
717807054,2017 Fall,1,4.43,,1360,1
121349146,2014 Fall,2,4.43,27,1310,1
458309739,2014 Fall,4,4.43,26,,1
73505271,2015 Fall,1,4.43,,1330,1
444034550,2015 Fall,4,4.43,34,,1
267238704,2015 Fall,1,4.43,,1240,1
343596002,2015 Fall,1,4.43,,1420,1
314109719,2016 Fall,2,4.43,29,1390,1
5627886,2016 Fall,1,4.43,32,,1
99641339,2017 Fall,1,4.43,27,1340,1
204988465,2017 Fall,1,4.43,28,1360,1
370953916,2017 Fall,1,4.43,31,,1
636740859,2017 Fall,1,4.43,,1400,1
22010490,2017 Fall,2,4.43,,1550,1
398872906,2014 Fall,1,4.43,25,1130,1
533861290,2015 Fall,2,4.43,34,1530,1
611892351,2015 Fall,3,4.43,,1530,1
725742251,2015 Fall,1,4.43,,1330,1
682308966,2015 Fall,2,4.42,,1420,1
630628440,2016 Fall,1,4.42,27,1310,1
370653470,2017 Fall,2,4.42,22,1170,1
591831194,2017 Fall,3,4.42,27,1230,1
32594837,2017 Fall,4,4.42,28,1320,1
542393741,2014 Fall,4,4.42,,1180,1
661106579,2014 Fall,1,4.42,,1290,1
831023662,2014 Fall,3,4.42,26,1240,1
875982440,2014 Fall,1,4.42,28,1310,1
252032188,2015 Fall,2,4.42,,1480,1
404667563,2015 Fall,2,4.42,25,,1
82729647,2015 Fall,1,4.42,,1330,1
675362820,2015 Fall,2,4.42,,1460,1
701991805,2016 Fall,1,4.42,33,1410,1
110368138,2016 Fall,1,4.42,,1500,1
252032188,2016 Fall,2,4.42,,1480,1
421879335,2016 Fall,1,4.42,27,1310,1
477208684,2016 Fall,3,4.42,,1460,1
412479434,2017 Fall,2,4.42,33,1440,1
558116838,2014 Fall,3,4.42,29,1310,1
25189060,2014 Fall,1,4.42,,1260,1
405809732,2014 Fall,3,4.42,30,1470,1
134769280,2014 Fall,3,4.42,30,,1
312932970,2015 Fall,1,4.42,24,,1
855159868,2015 Fall,3,4.42,,1190,1
97656078,2015 Fall,4,4.42,35,,1
107632193,2015 Fall,2,4.42,,1320,1
147342789,2015 Fall,2,4.42,33,,1
483646393,2015 Fall,2,4.42,33,,1
919538302,2016 Fall,1,4.42,29,1450,1
653245116,2017 Fall,1,4.42,30,1420,1
668178453,2017 Fall,3,4.42,,1360,1
107645612,2017 Fall,3,4.42,,1450,1
737907651,2017 Fall,2,4.42,35,1490,1
676046678,2015 Fall,1,4.42,27,1240,1
295684867,2015 Fall,2,4.42,,1260,1
942119973,2015 Fall,1,4.42,31,1470,1
371721547,2016 Fall,1,4.41,32,1370,1
513826109,2017 Fall,3,4.41,30,1330,1
678410116,2017 Fall,1,4.41,32,,1
895840180,2017 Fall,3,4.41,21,1150,1
896324232,2014 Fall,4,4.41,31,1390,1
69914823,2014 Fall,3,4.41,34,,1
886929794,2014 Fall,3,4.41,31,,1
1649835,2015 Fall,3,4.41,28,1510,1
416981545,2015 Fall,1,4.41,,1320,1
544786028,2015 Fall,3,4.41,29,,1
701188758,2015 Fall,1,4.41,28,1360,1
566175321,2016 Fall,2,4.41,27,,1
934001899,2017 Fall,2,4.41,31,1270,1
106984694,2014 Fall,4,4.41,34,,1
321194731,2014 Fall,2,4.41,,1310,1
293472823,2014 Fall,3,4.41,,1340,1
333048448,2014 Fall,1,4.41,26,,1
490942885,2014 Fall,3,4.41,,1320,1
109745559,2015 Fall,2,4.41,,1450,1
63292410,2015 Fall,1,4.41,,1310,1
625871301,2017 Fall,3,4.41,31,,1
480825376,2017 Fall,2,4.41,30,1320,1
522134248,2017 Fall,1,4.41,29,1360,1
510505527,2017 Fall,1,4.41,28,,1
225024062,2014 Fall,2,4.41,26,,1
84000578,2014 Fall,2,4.41,,1550,1
121421485,2014 Fall,3,4.41,29,1430,1
936164371,2014 Fall,1,4.41,35,1600,1
899789530,2014 Fall,1,4.41,,1490,1
759989560,2015 Fall,2,4.41,26,1250,1
658175074,2017 Fall,2,4.41,33,,1
707497931,2014 Fall,1,4.4,31,1470,1
383635128,2015 Fall,2,4.4,,1130,1
629902051,2016 Fall,1,4.4,30,,1
504797475,2017 Fall,1,4.4,25,1210,1
306373008,2014 Fall,2,4.4,25,,1
997522272,2014 Fall,3,4.4,34,,1
845796552,2015 Fall,3,4.4,30,1270,1
996812105,2015 Fall,2,4.4,,1310,1
117308221,2015 Fall,1,4.4,26,1390,1
768562304,2015 Fall,3,4.4,24,,1
537071565,2015 Fall,3,4.4,33,1530,1
190548121,2016 Fall,2,4.4,,1240,1
520357266,2016 Fall,1,4.4,33,,1
547077819,2016 Fall,2,4.4,29,,1
183302270,2016 Fall,3,4.4,30,1430,1
258704549,2016 Fall,1,4.4,,1350,1
604620453,2017 Fall,3,4.4,,1380,1
755804436,2017 Fall,2,4.4,,1380,1
234674924,2017 Fall,2,4.4,30,1280,1
262522281,2017 Fall,4,4.4,28,1300,1
563893672,2014 Fall,1,4.4,30,1440,1
148959721,2015 Fall,3,4.4,26,1220,1
739513921,2015 Fall,3,4.4,28,1160,1
829880082,2015 Fall,1,4.4,28,,1
756554179,2015 Fall,1,4.4,28,1370,1
808046952,2015 Fall,4,4.4,,1370,1
438780714,2015 Fall,3,4.4,,1320,1
113896831,2016 Fall,2,4.4,29,1170,1
305723708,2016 Fall,2,4.4,32,,1
212027690,2017 Fall,1,4.4,26,1200,1
894470491,2017 Fall,4,4.4,30,1450,1
629128153,2017 Fall,2,4.4,,1240,1
312372070,2015 Fall,1,4.4,,1560,1
147203368,2016 Fall,2,4.39,34,1500,1
331947811,2016 Fall,1,4.39,,1130,1
226009298,2017 Fall,3,4.39,24,,1
72976683,2014 Fall,3,4.39,23,1240,1
733242859,2014 Fall,2,4.39,31,,1
982230999,2014 Fall,3,4.39,,1320,1
547999946,2015 Fall,2,4.39,32,,1
397702994,2016 Fall,2,4.39,,1280,1
5684940,2016 Fall,1,4.39,28,1390,1
302358098,2016 Fall,3,4.39,,1210,1
782555371,2014 Fall,2,4.39,30,1370,1
134115961,2014 Fall,2,4.39,31,,1
635250807,2014 Fall,2,4.39,,1510,1
16939707,2015 Fall,2,4.39,33,1340,1
770334508,2015 Fall,1,4.39,,1480,1
933283927,2015 Fall,4,4.39,29,,1
295444750,2015 Fall,1,4.39,,1280,1
676591942,2015 Fall,2,4.39,30,1260,1
961933139,2016 Fall,1,4.39,,1220,1
341126567,2016 Fall,1,4.39,25,1450,1
397615940,2016 Fall,1,4.39,31,,1
502345998,2016 Fall,3,4.39,30,,1
524505111,2016 Fall,1,4.39,32,,1
817065413,2017 Fall,1,4.39,,1360,1
753769586,2017 Fall,2,4.39,,1340,1
266773378,2014 Fall,3,4.39,,1380,1
62148372,2014 Fall,1,4.39,30,1400,1
28578566,2015 Fall,3,4.39,34,1420,1
350167049,2017 Fall,3,4.39,29,,1
304323534,2014 Fall,3,4.38,30,,1
526150690,2016 Fall,2,4.38,,1280,1
462176787,2017 Fall,3,4.38,,1180,1
725030993,2014 Fall,2,4.38,,1480,1
738987391,2015 Fall,1,4.38,33,1440,1
117467571,2015 Fall,2,4.38,35,,1
197024489,2015 Fall,3,4.38,,1350,1
112568676,2015 Fall,3,4.38,31,1290,1
500547636,2015 Fall,1,4.38,29,,1
77398623,2016 Fall,2,4.38,31,1390,1
127849239,2016 Fall,1,4.38,,1310,1
228675967,2016 Fall,3,4.38,27,1370,1
295111938,2016 Fall,3,4.38,30,1420,1
758452975,2016 Fall,2,4.38,32,,1
149974850,2016 Fall,4,4.38,34,1380,1
724153109,2016 Fall,3,4.38,32,,1
40299833,2016 Fall,2,4.38,,1340,1
151894347,2016 Fall,1,4.38,,1540,1
346705666,2016 Fall,2,4.38,31,1460,1
170199184,2017 Fall,1,4.38,33,,1
507297348,2017 Fall,2,4.38,,1170,1
17563799,2014 Fall,1,4.38,,1200,1
370157383,2014 Fall,2,4.38,27,1410,1
216397301,2014 Fall,1,4.38,,1410,1
347975485,2014 Fall,3,4.38,29,1370,1
286593207,2014 Fall,2,4.38,24,1330,1
678379200,2014 Fall,1,4.38,30,1360,1
876895864,2015 Fall,1,4.38,35,,1
302843129,2015 Fall,2,4.38,33,1470,1
328571476,2015 Fall,1,4.38,33,1430,1
923653663,2016 Fall,2,4.38,,1520,1
149490190,2016 Fall,1,4.38,,1410,1
301470367,2017 Fall,4,4.38,30,,1
464781108,2017 Fall,5,4.38,29,1230,1
428217113,2015 Fall,3,4.38,30,,1
884585274,2017 Fall,2,4.38,31,1530,1
740298208,2017 Fall,1,4.38,28,1300,1
792683646,2016 Fall,3,4.37,23,1160,1
158316873,2014 Fall,2,4.37,,1370,1
411991602,2014 Fall,,4.37,,1370,1
848315465,2014 Fall,2,4.37,27,1340,1
54036159,2015 Fall,1,4.37,32,1480,1
81971975,2015 Fall,1,4.37,,1380,1
693001,2016 Fall,2,4.37,,1490,1
122053239,2014 Fall,1,4.37,,1440,1
316868456,2014 Fall,2,4.37,30,1300,1
363781353,2014 Fall,3,4.37,,1320,1
247676895,2015 Fall,1,4.37,29,,1
822566376,2015 Fall,3,4.37,,1280,1
13584479,2015 Fall,3,4.37,,1170,1
848817428,2015 Fall,3,4.37,30,1480,1
121689805,2016 Fall,3,4.37,25,,1
947673371,2017 Fall,1,4.37,34,1530,1
765596144,2014 Fall,1,4.37,,1460,1
477656463,2015 Fall,3,4.36,24,1230,1
323535985,2016 Fall,2,4.36,25,,1
69818260,2017 Fall,3,4.36,,1330,1
58266419,2014 Fall,1,4.36,27,1310,1
672421105,2014 Fall,2,4.36,,1310,1
895389753,2014 Fall,1,4.36,30,1410,1
128680888,2014 Fall,1,4.36,,1290,1
249173164,2014 Fall,3,4.36,29,1320,1
377048879,2015 Fall,3,4.36,27,1320,1
719502454,2015 Fall,3,4.36,32,1420,1
176483760,2015 Fall,4,4.36,28,,1
266324177,2015 Fall,2,4.36,31,1480,1
757005233,2015 Fall,3,4.36,24,1160,1
823722166,2015 Fall,2,4.36,,1280,1
448394264,2015 Fall,2,4.36,28,1220,1
772169392,2015 Fall,2,4.36,29,1350,1
402745180,2016 Fall,1,4.36,27,1310,1
717413774,2016 Fall,1,4.36,32,1270,1
678362203,2016 Fall,1,4.36,27,1270,1
126758003,2017 Fall,3,4.36,30,,1
602280211,2017 Fall,2,4.36,,1430,1
430970826,2017 Fall,1,4.36,22,1130,1
729346826,2014 Fall,1,4.36,31,1370,1
79645563,2014 Fall,2,4.36,30,,1
202090112,2014 Fall,3,4.36,29,1210,1
876500509,2014 Fall,2,4.36,29,,1
402481467,2015 Fall,3,4.36,32,1470,1
792690281,2015 Fall,3,4.36,,1560,1
958185386,2015 Fall,1,4.36,,1310,1
777107092,2016 Fall,4,4.36,,1200,1
20964211,2017 Fall,2,4.36,23,1340,1
901609536,2017 Fall,2,4.36,,1400,1
372450020,2016 Fall,3,4.36,26,,1
112416372,2014 Fall,1,4.35,23,1210,1
787161460,2015 Fall,1,4.35,,1340,1
918205037,2015 Fall,3,4.35,27,,1
75866247,2016 Fall,4,4.35,30,1410,1
757110306,2014 Fall,1,4.35,,1280,1
847529427,2014 Fall,2,4.35,,1310,1
208331929,2015 Fall,3,4.35,29,1270,1
460957179,2015 Fall,2,4.35,32,1410,1
983378537,2015 Fall,2,4.35,30,1310,1
277059987,2016 Fall,1,4.35,32,1500,1
320373264,2016 Fall,2,4.35,28,1310,1
197998164,2016 Fall,3,4.35,29,,1
937684809,2016 Fall,1,4.35,34,,1
935032827,2017 Fall,2,4.35,,1520,1
522267123,2017 Fall,2,4.35,25,,1
107136156,2014 Fall,2,4.35,32,1450,1
948783294,2015 Fall,,4.35,28,,1
323374480,2016 Fall,1,4.35,34,,1
477353672,2016 Fall,1,4.35,23,1250,1
216955343,2016 Fall,1,4.35,26,1280,1
502780049,2017 Fall,3,4.35,,1390,1
115607241,2014 Fall,3,4.35,31,,1
308095073,2014 Fall,3,4.35,28,1310,1
602744338,2015 Fall,1,4.35,,1480,1
118342353,2017 Fall,1,4.35,,1370,1
670750587,2014 Fall,2,4.34,,1100,1
697902648,2014 Fall,2,4.34,25,,1
781976370,2014 Fall,4,4.34,25,1240,1
919472516,2014 Fall,3,4.34,30,1310,1
920532553,2014 Fall,3,4.34,,1310,1
44765915,2014 Fall,2,4.34,30,1430,1
27460272,2015 Fall,1,4.34,,1510,1
827766617,2015 Fall,1,4.34,28,,1
760738225,2015 Fall,2,4.34,,1490,1
164027198,2016 Fall,2,4.34,,1410,1
180001308,2016 Fall,3,4.34,,1310,1
528379542,2016 Fall,2,4.34,30,1480,1
805430379,2016 Fall,5,4.34,24,1150,1
585847141,2016 Fall,4,4.34,31,1440,1
8527428,2017 Fall,3,4.34,28,1220,1
59643886,2017 Fall,1,4.34,,1200,1
269066048,2017 Fall,2,4.34,,1330,1
373004824,2017 Fall,3,4.34,,1450,1
908098755,2014 Fall,1,4.34,32,1500,1
139264189,2014 Fall,3,4.34,,1480,1
93921688,2015 Fall,1,4.34,,1390,1
275303826,2015 Fall,2,4.34,,1300,1
68336241,2016 Fall,2,4.34,35,,1
350807454,2016 Fall,1,4.34,28,1210,1
888919724,2017 Fall,2,4.34,33,1460,1
915809188,2017 Fall,2,4.34,31,,1
103881444,2014 Fall,1,4.34,,1400,1
523559934,2015 Fall,1,4.34,32,1460,1
847626155,2015 Fall,2,4.34,,1370,1
101917074,2014 Fall,3,4.33,,1320,1
960388327,2016 Fall,3,4.33,26,,1
17489573,2016 Fall,1,4.33,26,,1
267064744,2017 Fall,1,4.33,23,,1
546842618,2014 Fall,2,4.33,,1310,1
858078464,2014 Fall,1,4.33,,1330,1
982899656,2014 Fall,5,4.33,,1480,1
223387097,2015 Fall,3,4.33,,1160,1
582760740,2015 Fall,3,4.33,36,,1
411625062,2015 Fall,2,4.33,,1300,1
214163992,2016 Fall,2,4.33,30,1260,1
69814208,2016 Fall,3,4.33,,1180,1
355655420,2016 Fall,3,4.33,30,,1
529944137,2016 Fall,4,4.33,,1300,1
203843431,2017 Fall,3,4.33,33,1280,1
30383071,2014 Fall,1,4.33,,1510,1
94314795,2014 Fall,3,4.33,29,,1
745237855,2014 Fall,3,4.33,27,,1
299848420,2014 Fall,1,4.33,24,1230,1
330879811,2014 Fall,3,4.33,,1460,1
881131503,2014 Fall,3,4.33,,1370,1
960152716,2014 Fall,2,4.33,,1420,1
205293142,2015 Fall,4,4.33,31,,1
785300110,2015 Fall,2,4.33,30,,1
133308392,2015 Fall,3,4.33,,1590,1
923104199,2015 Fall,1,4.33,25,1300,1
707796998,2015 Fall,1,4.33,,1490,1
726622499,2015 Fall,2,4.33,,1310,1
951579426,2015 Fall,1,4.33,,1510,1
230367004,2016 Fall,1,4.33,32,1370,1
47732934,2016 Fall,1,4.33,34,,1
767087854,2016 Fall,1,4.33,30,,1
277717673,2017 Fall,2,4.33,29,,1
288196624,2017 Fall,1,4.33,29,,1
598413407,2017 Fall,1,4.33,34,1570,1
873200291,2017 Fall,1,4.33,,1310,1
501951653,2017 Fall,2,4.33,,1540,1
184125163,2015 Fall,2,4.33,,1160,1
394857647,2015 Fall,3,4.33,,1320,1
756542011,2016 Fall,2,4.33,28,1220,1
94058757,2017 Fall,1,4.33,,1270,1
812479807,2015 Fall,3,4.32,,1240,1
737471444,2016 Fall,3,4.32,,1290,1
466371385,2016 Fall,3,4.32,24,,1
226673053,2014 Fall,1,4.32,,1190,1
94305455,2014 Fall,2,4.32,33,1420,1
54184409,2014 Fall,4,4.32,31,,1
665054535,2014 Fall,3,4.32,27,1260,1
784229507,2014 Fall,3,4.32,,1460,1
484443878,2014 Fall,4,4.32,26,,1
967718876,2014 Fall,2,4.32,,1330,1
226673053,2015 Fall,,4.32,,1190,1
679027713,2015 Fall,2,4.32,,1530,1
972072457,2015 Fall,3,4.32,,1420,1
611104243,2015 Fall,1,4.32,34,,1
878068757,2015 Fall,1,4.32,,1380,1
62779844,2016 Fall,1,4.32,,1440,1
42939617,2016 Fall,2,4.32,27,,1
180192797,2016 Fall,2,4.32,32,1480,1
664763261,2016 Fall,1,4.32,,1380,1
839993284,2016 Fall,2,4.32,31,,1
349267055,2017 Fall,1,4.32,,1320,1
388786447,2017 Fall,3,4.32,30,1400,1
835717002,2017 Fall,3,4.32,30,,1
893794605,2017 Fall,2,4.32,31,1340,1
289585764,2014 Fall,3,4.32,30,1490,1
217667072,2015 Fall,4,4.32,,1370,1
389663187,2015 Fall,1,4.32,29,1420,1
734365546,2017 Fall,2,4.32,28,,1
385394834,2017 Fall,4,4.32,,1350,1
538181839,2017 Fall,3,4.32,29,1300,1
163385674,2014 Fall,1,4.32,,1460,1
641185967,2014 Fall,2,4.32,,1470,1
270017349,2016 Fall,2,4.32,,1400,1
784829645,2017 Fall,2,4.32,31,,1
835053003,2017 Fall,2,4.32,35,1480,1
1886137,2014 Fall,1,4.32,,1600,1
821654629,2014 Fall,1,4.31,26,,1
326941977,2016 Fall,4,4.31,,1310,1
438688860,2014 Fall,3,4.31,28,1220,1
14370073,2014 Fall,3,4.31,,1270,1
582487720,2014 Fall,2,4.31,,1390,1
271371242,2015 Fall,1,4.31,,1520,1
765871443,2015 Fall,1,4.31,,1150,1
167109259,2015 Fall,2,4.31,31,,1
677126929,2015 Fall,1,4.31,30,1330,1
928285156,2016 Fall,1,4.31,,1410,1
164382530,2016 Fall,3,4.31,27,1360,1
883677914,2016 Fall,3,4.31,,1350,1
39096599,2017 Fall,2,4.31,30,1300,1
577969899,2017 Fall,3,4.31,,1270,1
687080575,2017 Fall,1,4.31,30,,1
783287623,2017 Fall,1,4.31,35,1490,1
141309532,2017 Fall,2,4.31,,1270,1
931987374,2014 Fall,3,4.31,28,1290,1
1872451,2014 Fall,2,4.31,34,1520,1
427011897,2014 Fall,2,4.31,,1370,1
129694371,2015 Fall,1,4.31,27,,1
7171851,2016 Fall,1,4.31,,1480,1
611357605,2016 Fall,2,4.31,,1340,1
687934650,2016 Fall,2,4.31,,1580,1
92861168,2014 Fall,2,4.31,28,1310,1
570472251,2017 Fall,3,4.3,20,,1
70392740,2014 Fall,1,4.3,32,1420,1
284631573,2016 Fall,3,4.3,27,,1
655473605,2016 Fall,4,4.3,29,,1
244061644,2016 Fall,1,4.3,26,,1
314285485,2014 Fall,2,4.3,,1420,1
681935809,2015 Fall,4,4.3,27,1240,1
761864605,2015 Fall,4,4.3,26,,1
63643158,2016 Fall,1,4.3,22,1200,1
24205472,2016 Fall,3,4.3,26,,1
361837041,2016 Fall,2,4.3,,1110,1
510445097,2016 Fall,2,4.3,36,,1
898256729,2016 Fall,4,4.3,,1510,1
478811786,2016 Fall,4,4.3,25,,1
966170049,2016 Fall,1,4.3,33,,1
554604558,2017 Fall,3,4.3,,1320,1
144281192,2017 Fall,1,4.3,27,,1
228930768,2017 Fall,4,4.3,29,,1
557767096,2017 Fall,1,4.3,,1370,1
210332890,2014 Fall,1,4.3,31,,1
508578526,2014 Fall,2,4.3,28,1350,1
552763174,2014 Fall,2,4.3,,1430,1
857299897,2014 Fall,2,4.3,27,1320,1
382643136,2015 Fall,4,4.3,,1440,1
818061255,2015 Fall,1,4.3,29,,1
276202957,2015 Fall,5,4.3,27,,1
169448915,2015 Fall,1,4.3,30,1220,1
664756307,2016 Fall,3,4.3,33,,1
291043800,2016 Fall,1,4.3,31,,1
324214650,2016 Fall,5,4.3,,1330,1
585521360,2016 Fall,4,4.3,,1360,1
659375609,2016 Fall,2,4.3,23,1250,1
499722477,2017 Fall,4,4.3,,1280,1
27225621,2017 Fall,1,4.3,,1350,1
931626205,2017 Fall,2,4.3,,1140,1
781015290,2015 Fall,4,4.3,,1560,1
335203248,2017 Fall,1,4.3,32,,1
669691038,2014 Fall,3,4.29,,1310,1
397729469,2015 Fall,1,4.29,26,1300,1
482165343,2016 Fall,4,4.29,,1210,1
760931555,2016 Fall,2,4.29,30,,1
